target_name,target_col,validation,split_id,model,n_train,n_test,n_train_subjects,n_test_subjects,elapsed_s,mae,mse,rmse,r2,pearson,spearman
interest,PM.Interest.Scaled__mean,groupkfold_subject_fold_5,5,lgbm_reg,36293,9141,42,11,9.805018901824951,0.07507046493830016,0.011139395807938865,0.1055433361607395,0.09267110918257015,0.40536797880408115,0.2842665600104194
focus,PM.Focus.Scaled__mean,groupkfold_subject_fold_1,1,hgb_reg,36255,9123,42,11,12.214513540267944,0.09488244679883631,0.014230607508394348,0.11929211000059622,0.17590305299329057,0.4515004827174439,0.4092301488298013
focus,PM.Focus.Scaled__mean,groupkfold_subject_fold_1,1,rf_reg,36255,9123,42,11,460.77301836013794,0.09103060606302901,0.013666241173474186,0.11690269959874403,0.2085856052544448,0.5062418808218291,0.4750000201421556
focus,PM.Focus.Scaled__mean,groupkfold_subject_fold_1,1,lgbm_reg,36255,9123,42,11,9.956025123596191,0.09366034489100225,0.013959950772596163,0.11815223558018766,0.19157683146877125,0.46368470171984727,0.42451464219323376
focus,PM.Focus.Scaled__mean,groupkfold_subject_fold_2,2,hgb_reg,36392,8986,43,10,12.151264667510986,0.08758396045623347,0.012987052537802118,0.1139607499878889,0.22499793469089713,0.4996545391123107,0.5007560374469101
focus,PM.Focus.Scaled__mean,groupkfold_subject_fold_2,2,rf_reg,36392,8986,43,10,475.070476770401,0.08875384759919011,0.013210785829665568,0.11493818264469631,0.21164665557903772,0.4778329216035098,0.47364296652426147
focus,PM.Focus.Scaled__mean,groupkfold_subject_fold_2,2,lgbm_reg,36392,8986,43,10,9.749146938323975,0.08792538087639976,0.01306001765093696,0.1142804342437364,0.22064374322132252,0.4908143889185974,0.49369822713035216
focus,PM.Focus.Scaled__mean,groupkfold_subject_fold_3,3,hgb_reg,36271,9107,42,11,12.224461555480957,0.10019622974466375,0.01640762337384485,0.12809224556484616,0.08012745293315049,0.3330264879624137,0.33105202242769166
focus,PM.Focus.Scaled__mean,groupkfold_subject_fold_3,3,rf_reg,36271,9107,42,11,439.1565284729004,0.09916429827548202,0.01606053607948188,0.12673017036002862,0.0995864608738839,0.3311288630890303,0.32391175954976764
focus,PM.Focus.Scaled__mean,groupkfold_subject_fold_3,3,lgbm_reg,36271,9107,42,11,14.317827939987183,0.10038951492078396,0.016584273729222877,0.12877994303936804,0.07022377531699564,0.32361907877043256,0.32741056743181063
focus,PM.Focus.Scaled__mean,groupkfold_subject_fold_4,4,hgb_reg,36322,9056,43,10,12.366164684295654,0.07917664573060491,0.010239856583968083,0.10119217649585407,0.175866294500581,0.4218705453134919,0.3986632017991834
focus,PM.Focus.Scaled__mean,groupkfold_subject_fold_4,4,rf_reg,36322,9056,43,10,472.8468737602234,0.08038815932080397,0.010520187532384486,0.10256796542968222,0.15330443717473852,0.3941038046190777,0.37193448006373553
focus,PM.Focus.Scaled__mean,groupkfold_subject_fold_4,4,lgbm_reg,36322,9056,43,10,9.934293746948242,0.07873273367289137,0.01014389152014197,0.10071688795898119,0.18358984443518922,0.4309617283411307,0.40549204014978174
focus,PM.Focus.Scaled__mean,groupkfold_subject_fold_5,5,hgb_reg,36272,9106,42,11,12.387264966964722,0.0888926421489808,0.013076962976030672,0.11435454943302725,0.023561628254755496,0.301408983596173,0.2586504160504841
focus,PM.Focus.Scaled__mean,groupkfold_subject_fold_5,5,rf_reg,36272,9106,42,11,457.379891872406,0.08414952925957472,0.01262328507994263,0.11235339371795865,0.05743711654396988,0.34417227231989916,0.3169478738837442
focus,PM.Focus.Scaled__mean,groupkfold_subject_fold_5,5,lgbm_reg,36272,9106,42,11,9.763198137283325,0.08938412828307495,0.013348874885118742,0.11553733113205766,0.0032583497141073225,0.28835700015918586,0.25172726013875957
